Date,Total,English,Commons,German,French,Spanish,Russian,Japanese,Italian,Chinese,Portuguese,Polish,Dutch,Hebrew,Persian,Swedish,Ukrainian,Korean,Arabic,Czech,Hungarian,Finnish,Norwegian,Turkish,Meta-Wiki
2009/07/01,84623,39114,5722,7263,4723,3709,4335,4227,2866,2004,1796,1951,1436,942,691,388,690,568,358,514,776,710,704,551
2009/08/01,84467,38852,6037,7266,4716,3860,4168,4259,2811,1965,1822,1951,1493,960,708,418,771,544,362,558,783,706,661,626
2009/09/01,81745,37466,5778,6966,4547,3754,4111,4164,3019,1642,1729,1848,1435,991,578,408,686,541,378,613,694,690,597,620
2009/10/01,83994,38726,5892,7158,4749,3980,4145,4202,2750,1719,1694,1767,1414,1071,669,366,764,530,403,517,713,709,531,624
2009/11/01,83655,38169,5517,7337,4861,4105,3978,4016,2810,1591,1568,1845,1461,1067,600,383,744,572,445,490,727,688,590,676
2009/12/01,81986,36887,5367,7181,4780,3996,3921,4026,2784,1677,1648,1772,1494,971,604,374,738,575,384,567,751,685,521,603
2010/01/01,87558,38896,5708,8028,5219,4482,4228,4259,3068,1853,1823,1932,1583,1078,630,403,768,680,478,482,805,730,629,646
2010/02/01,82599,37385,5285,7338,4846,4288,3854,4016,2855,1727,1721,1773,1488,982,597,397,735,650,481,469,732,673,535,641
2010/03/01,86940,39299,5861,7595,5078,4616,4003,4478,2824,1715,1734,1735,1489,1039,643,443,770,687,608,523,720,701,540,698
2010/04/01,83914,38094,5727,7266,4731,4190,3958,4164,2841,1844,1769,1826,1426,971,665,466,707,610,569,507,700,681,495,650
2010/05/01,85582,38401,5752,7487,4963,4341,4255,4281,3095,1759,1770,1737,1556,989,679,477,750,630,557,518,697,667,510,671
2010/06/01,80117,35437,5609,7080,4637,4269,3826,3915,2972,1797,1618,1667,1437,898,699,429,798,590,517,457,672,660,566,565
2010/07/01,78261,35079,5729,7099,4506,3910,3900,3874,2744,1755,1689,1631,1379,839,738,419,698,566,493,506,632,620,572,508
2010/08/01,79497,35669,6181,7302,4731,3988,3883,3976,2831,1763,1629,1624,1495,875,700,505,684,569,478,504,662,622,532,548
2010/09/01,76830,34141,5984,6962,4537,3734,3838,3937,2865,1528,1573,1557,1340,827,710,555,596,554,502,543,603,633,459,545
2010/10/01,78306,34733,5701,7041,4706,4109,3841,4113,2751,1564,1547,1541,1375,860,661,481,653,549,541,496,633,645,460,575
2010/11/01,77850,34080,5548,6754,4768,4187,3827,3815,2669,1563,1573,1523,1402,884,645,457,684,562,543,473,587,616,445,595
2010/12/01,76951,33455,5373,6591,4615,4087,3816,4027,2692,1625,1689,1581,1324,807,658,492,717,574,589,479,614,601,531,511
2011/01/01,85984,36916,6102,8218,5114,4740,4154,4108,3205,1723,1873,1750,1591,1007,686,508,780,746,672,461,675,660,540,603
2011/02/01,81602,35942,5813,7377,4748,4470,3864,3901,2903,1694,1638,1692,1435,952,673,461,703,663,652,457,624,619,509,597
2011/03/01,84240,37849,6081,7425,5077,4535,3974,3671,2823,1632,1593,1585,1469,932,665,524,645,725,694,462,632,644,489,635
2011/04/01,80470,36541,6017,6811,4680,4265,3747,3608,2696,1652,1542,1537,1430,864,687,485,630,653,637,395,604,601,466,579
2011/05/01,81461,36215,6085,6916,4782,4284,3913,3800,2883,1622,1540,1539,1534,843,698,482,757,644,644,445,651,597,492,599
2011/06/01,79674,35052,6292,6853,4744,4200,4019,3498,2916,1645,1606,1545,1562,765,726,537,691,596,612,508,603,556,465,530
2011/07/01,79539,34833,6521,7076,4823,4068,4161,3697,2892,1891,1653,1602,1454,752,757,595,702,629,610,533,625,585,478,482
2011/08/01,80280,34984,6897,6972,5008,4156,4114,3994,2859,1874,1588,1561,1496,798,833,603,744,619,614,502,610,635,492,512
2011/09/01,80291,34094,9257,6669,4739,3994,4094,3911,2874,1684,1552,1422,1368,824,689,560,690,585,621,633,573,588,455,489
2011/10/01,79324,34370,7017,6734,4816,4060,4006,3869,2660,1675,1492,1491,1389,842,695,516,813,591,673,653,576,627,406,554
2011/11/01,79061,33762,6869,6627,4883,4107,4173,3627,2644,1660,1412,1420,1379,806,608,566,702,595,687,594,596,565,395,540
2011/12/01,78444,33503,6835,6525,4755,4056,4187,3645,2810,1681,1591,1522,1402,838,689,638,735,641,697,555,550,568,445,485
2012/01/01,83141,34440,7297,7435,5194,4578,4397,3996,3185,1911,1667,1655,1510,925,691,755,758,747,745,642,623,644,446,575
2012/02/01,80084,33504,6907,6940,5055,4339,4187,3831,3091,1921,1562,1549,1394,843,702,627,685,650,750,593,641,599,473,538
2012/03/01,80466,34022,7147,6886,5020,4502,3985,4158,2830,1872,1521,1495,1392,823,763,643,695,641,821,618,595,601,449,538
2012/04/01,79263,33426,6973,6606,4973,4279,3972,3937,2862,1894,1551,1462,1399,780,716,693,676,689,739,634,625,581,452,512
2012/05/01,81166,33838,7130,6581,5249,4437,4291,3912,3057,1962,1575,1560,1391,820,711,761,776,714,728,716,643,592,489,524
2012/06/01,78434,32662,7038,6484,5048,4214,4064,3897,2972,2029,1609,1530,1379,798,761,740,685,653,609,594,562,557,487,471
2012/07/01,80465,33680,7320,6839,5115,4231,4408,3994,3053,2323,1660,1566,1373,769,812,790,692,614,712,650,587,557,485,486
